split,seq_id,pdb_id,chain_id,n_residues,len_seq,nchain,rez,met1,mthm,tm_type,bio_name,seq_equal_xml,feature_path
train,7l2u__A,7l2u,A,533,533,6,3.47,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7l2u/7l2u_protein.pt
train,7l2u__B,7l2u,B,533,533,6,3.47,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7l2u/7l2u_protein.pt
train,7l2u__C,7l2u,C,538,538,6,3.47,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7l2u/7l2u_protein.pt
train,7l2u__D,7l2u,D,532,532,6,3.47,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7l2u/7l2u_protein.pt
train,7l2w__A,7l2w,A,536,536,4,3.16,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7l2w/7l2w_protein.pt
train,7l2w__B,7l2w,B,536,536,4,3.16,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7l2w/7l2w_protein.pt
train,7l2w__C,7l2w,C,536,536,4,3.16,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7l2w/7l2w_protein.pt
train,7l2w__D,7l2w,D,536,536,4,3.16,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7l2w/7l2w_protein.pt
train,7l2x__A,7l2x,A,536,536,4,3.26,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7l2x/7l2x_protein.pt
train,7l2x__B,7l2x,B,536,536,4,3.26,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7l2x/7l2x_protein.pt
train,7l2x__C,7l2x,C,536,536,4,3.26,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7l2x/7l2x_protein.pt
train,7l2x__D,7l2x,D,536,536,4,3.26,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7l2x/7l2x_protein.pt
train,7l6q__A,7l6q,A,311,311,5,2.5,x-ray diffraction,4.0,alpha,gamma-aminobutyric-acid receptor subunit beta-1,0,features/protein_v4/pt/7l6q/7l6q_protein.pt
train,7l6q__B,7l6q,B,311,311,5,2.5,x-ray diffraction,4.0,alpha,gamma-aminobutyric-acid receptor subunit beta-1,0,features/protein_v4/pt/7l6q/7l6q_protein.pt
train,7l6q__C,7l6q,C,311,311,5,2.5,x-ray diffraction,4.0,alpha,gamma-aminobutyric-acid receptor subunit beta-1,0,features/protein_v4/pt/7l6q/7l6q_protein.pt
train,7l6q__D,7l6q,D,311,311,5,2.5,x-ray diffraction,4.0,alpha,gamma-aminobutyric-acid receptor subunit beta-1,0,features/protein_v4/pt/7l6q/7l6q_protein.pt
train,7l6q__E,7l6q,E,311,311,5,2.5,x-ray diffraction,4.0,alpha,gamma-aminobutyric-acid receptor subunit beta-1,0,features/protein_v4/pt/7l6q/7l6q_protein.pt
train,7l6u__A,7l6u,A,311,311,5,3.3,x-ray diffraction,4.0,alpha,gamma-aminobutyric-acid receptor subunit beta-1,0,features/protein_v4/pt/7l6u/7l6u_protein.pt
train,7l6u__B,7l6u,B,311,311,5,3.3,x-ray diffraction,4.0,alpha,gamma-aminobutyric-acid receptor subunit beta-1,0,features/protein_v4/pt/7l6u/7l6u_protein.pt
train,7l6u__C,7l6u,C,311,311,5,3.3,x-ray diffraction,4.0,alpha,gamma-aminobutyric-acid receptor subunit beta-1,0,features/protein_v4/pt/7l6u/7l6u_protein.pt
train,7l6u__D,7l6u,D,311,311,5,3.3,x-ray diffraction,4.0,alpha,gamma-aminobutyric-acid receptor subunit beta-1,0,features/protein_v4/pt/7l6u/7l6u_protein.pt
train,7l6u__E,7l6u,E,311,311,5,3.3,x-ray diffraction,4.0,alpha,gamma-aminobutyric-acid receptor subunit beta-1,0,features/protein_v4/pt/7l6u/7l6u_protein.pt
train,7lb8__B,7lb8,B,630,630,4,3.4,x-ray diffraction,20.0,alpha,iron(3+)-hydroxamate import system permease protein fhub,0,features/protein_v4/pt/7lb8/7lb8_protein.pt
train,7lc3__A,7lc3,A,557,557,4,3.23,x-ray diffraction,10.0,alpha,potassium-transporting atpase potassium-binding subunit,1,features/protein_v4/pt/7lc3/7lc3_protein.pt
train,7lc3__B,7lc3,B,673,673,4,3.23,x-ray diffraction,7.0,alpha,potassium-transporting atpase atp-binding subunit,0,features/protein_v4/pt/7lc3/7lc3_protein.pt
train,7lci__R,7lci,R,393,393,4,2.9,x-ray diffraction,7.0,alpha,glucagon-like peptide 1 receptor,0,features/protein_v4/pt/7lci/7lci_protein.pt
train,7ld3__R,7ld3,R,288,288,4,3.2,x-ray diffraction,7.0,alpha,chimera protein of muscarinic acetylcholine receptor m4 and adenosine receptor a1,0,features/protein_v4/pt/7ld3/7ld3_protein.pt
train,7ld4__R,7ld4,R,287,287,4,3.3,x-ray diffraction,7.0,alpha,chimera protein of muscarinic acetylcholine receptor m4 and adenosine receptor a1,0,features/protein_v4/pt/7ld4/7ld4_protein.pt
train,7ldd__A,7ldd,A,776,776,6,3.4,x-ray diffraction,3.0,alpha,glutamate receptor 1,0,features/protein_v4/pt/7ldd/7ldd_protein.pt
train,7ldd__B,7ldd,B,778,778,6,3.4,x-ray diffraction,3.0,alpha,glutamate receptor,0,features/protein_v4/pt/7ldd/7ldd_protein.pt
train,7ldd__C,7ldd,C,776,776,6,3.4,x-ray diffraction,3.0,alpha,glutamate receptor 1,0,features/protein_v4/pt/7ldd/7ldd_protein.pt
train,7ldd__D,7ldd,D,778,778,6,3.4,x-ray diffraction,3.0,alpha,glutamate receptor,0,features/protein_v4/pt/7ldd/7ldd_protein.pt
train,7ldd__G,7ldd,G,162,162,6,3.4,x-ray diffraction,4.0,alpha,voltage-dependent calcium channel gamma-8 subunit,0,features/protein_v4/pt/7ldd/7ldd_protein.pt
train,7ldd__H,7ldd,H,162,162,6,3.4,x-ray diffraction,4.0,alpha,voltage-dependent calcium channel gamma-8 subunit,0,features/protein_v4/pt/7ldd/7ldd_protein.pt
train,7lep__A,7lep,A,403,403,7,3.25,x-ray diffraction,3.0,alpha,"mix of ampar subunits (glua1, glua3, and glua4)",0,features/protein_v4/pt/7lep/7lep_protein.pt
train,7lep__B,7lep,B,403,403,7,3.25,x-ray diffraction,3.0,alpha,glutamate receptor 2,0,features/protein_v4/pt/7lep/7lep_protein.pt
train,7lep__C,7lep,C,403,403,7,3.25,x-ray diffraction,3.0,alpha,"mix of ampar subunits (glua1, glua3, and gluax)",0,features/protein_v4/pt/7lep/7lep_protein.pt
train,7lep__E,7lep,E,141,141,7,3.25,x-ray diffraction,4.0,alpha,protein cornichon homolog 2,0,features/protein_v4/pt/7lep/7lep_protein.pt
train,7lep__F,7lep,F,141,141,7,3.25,x-ray diffraction,4.0,alpha,protein cornichon homolog 2,0,features/protein_v4/pt/7lep/7lep_protein.pt
train,7lep__G,7lep,G,164,164,7,3.25,x-ray diffraction,4.0,alpha,voltage-dependent calcium channel gamma-8 subunit,0,features/protein_v4/pt/7lep/7lep_protein.pt
train,7lep__H,7lep,H,164,164,7,3.25,x-ray diffraction,4.0,alpha,voltage-dependent calcium channel gamma-8 subunit,0,features/protein_v4/pt/7lep/7lep_protein.pt
train,7lj4__A,7lj4,A,253,253,2,2.78,x-ray diffraction,4.0,alpha,isoform 2 of potassium channel subfamily k member 4,0,features/protein_v4/pt/7lj4/7lj4_protein.pt
train,7lj4__B,7lj4,B,255,255,2,2.78,x-ray diffraction,4.0,alpha,isoform 2 of potassium channel subfamily k member 4,0,features/protein_v4/pt/7lj4/7lj4_protein.pt
train,7lj5__A,7lj5,A,253,253,2,2.26,x-ray diffraction,4.0,alpha,isoform 2 of potassium channel subfamily k member 4,0,features/protein_v4/pt/7lj5/7lj5_protein.pt
train,7lj5__B,7lj5,B,255,255,2,2.26,x-ray diffraction,4.0,alpha,isoform 2 of potassium channel subfamily k member 4,0,features/protein_v4/pt/7lj5/7lj5_protein.pt
train,7lja__A,7lja,A,253,253,2,2.77,x-ray diffraction,4.0,alpha,isoform 2 of potassium channel subfamily k member 4,0,features/protein_v4/pt/7lja/7lja_protein.pt
train,7lja__B,7lja,B,255,255,2,2.77,x-ray diffraction,4.0,alpha,isoform 2 of potassium channel subfamily k member 4,0,features/protein_v4/pt/7lja/7lja_protein.pt
train,7ljb__A,7ljb,A,253,253,2,2.97,x-ray diffraction,4.0,alpha,isoform 2 of potassium channel subfamily k member 4,0,features/protein_v4/pt/7ljb/7ljb_protein.pt
train,7ljb__B,7ljb,B,251,251,2,2.97,x-ray diffraction,4.0,alpha,isoform 2 of potassium channel subfamily k member 4,0,features/protein_v4/pt/7ljb/7ljb_protein.pt
train,7ljc__R,7ljc,R,280,280,5,3.0,x-ray diffraction,7.0,alpha,d(1a) dopamine receptor,0,features/protein_v4/pt/7ljc/7ljc_protein.pt
train,7ljd__R,7ljd,R,285,285,4,3.2,x-ray diffraction,7.0,alpha,d(1a) dopamine receptor,0,features/protein_v4/pt/7ljd/7ljd_protein.pt
train,7lly__R,7lly,R,355,355,6,3.3,x-ray diffraction,7.0,alpha,glucagon-like peptide 1 receptor,0,features/protein_v4/pt/7lly/7lly_protein.pt
train,7lp9__A,7lp9,A,634,634,4,2.63,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7lp9/7lp9_protein.pt
train,7lp9__B,7lp9,B,634,634,4,2.63,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7lp9/7lp9_protein.pt
train,7lp9__C,7lp9,C,634,634,4,2.63,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7lp9/7lp9_protein.pt
train,7lp9__D,7lp9,D,634,634,4,2.63,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7lp9/7lp9_protein.pt
train,7lpa__A,7lpa,A,598,598,4,3.37,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7lpa/7lpa_protein.pt
train,7lpa__B,7lpa,B,598,598,4,3.37,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7lpa/7lpa_protein.pt
train,7lpa__C,7lpa,C,598,598,4,3.37,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7lpa/7lpa_protein.pt
train,7lpa__D,7lpa,D,598,598,4,3.37,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7lpa/7lpa_protein.pt
train,7lpc__A,7lpc,A,454,454,4,3.06,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7lpc/7lpc_protein.pt
train,7lpc__B,7lpc,B,454,454,4,3.06,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7lpc/7lpc_protein.pt
train,7lpc__C,7lpc,C,454,454,4,3.06,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7lpc/7lpc_protein.pt
train,7lpc__D,7lpc,D,454,454,4,3.06,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 1,0,features/protein_v4/pt/7lpc/7lpc_protein.pt
train,7lqj__A,7lqj,A,506,506,2,2.14,x-ray diffraction,12.0,alpha,na(+):neurotransmitter symporter (snf family),0,features/protein_v4/pt/7lqj/7lqj_protein.pt
train,7lqj__B,7lqj,B,506,506,2,2.14,x-ray diffraction,12.0,alpha,,0,features/protein_v4/pt/7lqj/7lqj_protein.pt
train,7lqk__A,7lqk,A,506,506,2,2.1,x-ray diffraction,12.0,alpha,na(+):neurotransmitter symporter (snf family),0,features/protein_v4/pt/7lqk/7lqk_protein.pt
train,7lqk__B,7lqk,B,506,506,2,2.1,x-ray diffraction,12.0,alpha,,0,features/protein_v4/pt/7lqk/7lqk_protein.pt
train,7lql__A,7lql,A,502,502,2,2.6,x-ray diffraction,12.0,alpha,na(+):neurotransmitter symporter (snf family),0,features/protein_v4/pt/7lql/7lql_protein.pt
train,7lql__B,7lql,B,502,502,2,2.6,x-ray diffraction,12.0,alpha,,0,features/protein_v4/pt/7lql/7lql_protein.pt
train,7lqy__A,7lqy,A,659,659,4,3.19,x-ray diffraction,6.0,alpha,osm-9-like trp channel 1,0,features/protein_v4/pt/7lqy/7lqy_protein.pt
train,7lqy__B,7lqy,B,659,659,4,3.19,x-ray diffraction,6.0,alpha,osm-9-like trp channel 1,0,features/protein_v4/pt/7lqy/7lqy_protein.pt
train,7lqy__C,7lqy,C,659,659,4,3.19,x-ray diffraction,6.0,alpha,osm-9-like trp channel 1,0,features/protein_v4/pt/7lqy/7lqy_protein.pt
train,7lqy__D,7lqy,D,659,659,4,3.19,x-ray diffraction,6.0,alpha,osm-9-like trp channel 1,0,features/protein_v4/pt/7lqy/7lqy_protein.pt
train,7lqz__A,7lqz,A,651,651,4,3.41,x-ray diffraction,6.0,alpha,osm-9-like trp channel 1,0,features/protein_v4/pt/7lqz/7lqz_protein.pt
train,7lqz__B,7lqz,B,651,651,4,3.41,x-ray diffraction,6.0,alpha,osm-9-like trp channel 1,0,features/protein_v4/pt/7lqz/7lqz_protein.pt
train,7lqz__C,7lqz,C,651,651,4,3.41,x-ray diffraction,6.0,alpha,osm-9-like trp channel 1,0,features/protein_v4/pt/7lqz/7lqz_protein.pt
train,7lqz__D,7lqz,D,651,651,4,3.41,x-ray diffraction,6.0,alpha,osm-9-like trp channel 1,0,features/protein_v4/pt/7lqz/7lqz_protein.pt
train,7lx0__A,7lx0,A,751,751,36,2.96,x-ray diffraction,11.0,alpha,photosystem i p700 chlorophyll a apoprotein a1,0,features/protein_v4/pt/7lx0/7lx0_protein.pt
train,7lx0__B,7lx0,B,739,739,36,2.96,x-ray diffraction,11.0,alpha,photosystem i p700 chlorophyll a apoprotein a2,0,features/protein_v4/pt/7lx0/7lx0_protein.pt
train,7lx0__G,7lx0,G,751,751,36,2.96,x-ray diffraction,11.0,alpha,photosystem i p700 chlorophyll a apoprotein a1,0,features/protein_v4/pt/7lx0/7lx0_protein.pt
train,7lx0__H,7lx0,H,739,739,36,2.96,x-ray diffraction,11.0,alpha,photosystem i p700 chlorophyll a apoprotein a2,0,features/protein_v4/pt/7lx0/7lx0_protein.pt
train,7lx0__K,7lx0,K,19,19,36,2.96,x-ray diffraction,2.0,alpha,photosystem i reaction center subunit psak,0,features/protein_v4/pt/7lx0/7lx0_protein.pt
train,7lx0__L,7lx0,L,163,163,36,2.96,x-ray diffraction,3.0,alpha,psi subunit v,0,features/protein_v4/pt/7lx0/7lx0_protein.pt
train,7lx0__T,7lx0,T,19,19,36,2.96,x-ray diffraction,2.0,alpha,photosystem i reaction center subunit psak,0,features/protein_v4/pt/7lx0/7lx0_protein.pt
train,7lx0__U,7lx0,U,163,163,36,2.96,x-ray diffraction,3.0,alpha,psi subunit v,0,features/protein_v4/pt/7lx0/7lx0_protein.pt
train,7lx0__a,7lx0,a,751,751,36,2.96,x-ray diffraction,11.0,alpha,photosystem i p700 chlorophyll a apoprotein a1,0,features/protein_v4/pt/7lx0/7lx0_protein.pt
train,7lx0__b,7lx0,b,739,739,36,2.96,x-ray diffraction,11.0,alpha,photosystem i p700 chlorophyll a apoprotein a2,0,features/protein_v4/pt/7lx0/7lx0_protein.pt
train,7lx0__k,7lx0,k,19,19,36,2.96,x-ray diffraction,2.0,alpha,photosystem i reaction center subunit psak,0,features/protein_v4/pt/7lx0/7lx0_protein.pt
train,7lx0__l,7lx0,l,163,163,36,2.96,x-ray diffraction,3.0,alpha,psi subunit v,0,features/protein_v4/pt/7lx0/7lx0_protein.pt
train,7m1t__A,7m1t,A,321,321,2,3.26,x-ray diffraction,3.0,alpha,"hemolysin, contains cbs domains",0,features/protein_v4/pt/7m1t/7m1t_protein.pt
train,7m1t__B,7m1t,B,316,316,2,3.26,x-ray diffraction,3.0,alpha,"hemolysin, contains cbs domains",0,features/protein_v4/pt/7m1t/7m1t_protein.pt
train,7m2h__C,7m2h,C,103,103,4,2.64,x-ray diffraction,2.0,alpha,ph-gated potassium channel kcsa,0,features/protein_v4/pt/7m2h/7m2h_protein.pt
train,7m2h__I,7m2h,I,103,103,4,2.64,x-ray diffraction,2.0,alpha,,0,features/protein_v4/pt/7m2h/7m2h_protein.pt
train,7m2h__L,7m2h,L,103,103,4,2.64,x-ray diffraction,2.0,alpha,,0,features/protein_v4/pt/7m2h/7m2h_protein.pt
train,7m2h__O,7m2h,O,103,103,4,2.64,x-ray diffraction,2.0,alpha,,0,features/protein_v4/pt/7m2h/7m2h_protein.pt
train,7m2i__C,7m2i,C,96,96,4,2.7,x-ray diffraction,2.0,alpha,ph-gated potassium channel kcsa,1,features/protein_v4/pt/7m2i/7m2i_protein.pt
train,7m2i__F,7m2i,F,96,96,4,2.7,x-ray diffraction,2.0,alpha,,1,features/protein_v4/pt/7m2i/7m2i_protein.pt
train,7m2i__I,7m2i,I,96,96,4,2.7,x-ray diffraction,2.0,alpha,,1,features/protein_v4/pt/7m2i/7m2i_protein.pt
train,7m2i__L,7m2i,L,96,96,4,2.7,x-ray diffraction,2.0,alpha,,1,features/protein_v4/pt/7m2i/7m2i_protein.pt
train,7m2j__C,7m2j,C,96,96,4,3.2,x-ray diffraction,2.0,alpha,ph-gated potassium channel kcsa,1,features/protein_v4/pt/7m2j/7m2j_protein.pt
train,7m2j__F,7m2j,F,96,96,4,3.2,x-ray diffraction,2.0,alpha,,1,features/protein_v4/pt/7m2j/7m2j_protein.pt
train,7m2j__I,7m2j,I,96,96,4,3.2,x-ray diffraction,2.0,alpha,,1,features/protein_v4/pt/7m2j/7m2j_protein.pt
train,7m2j__L,7m2j,L,96,96,4,3.2,x-ray diffraction,2.0,alpha,,1,features/protein_v4/pt/7m2j/7m2j_protein.pt
train,7m3e__A,7m3e,A,811,811,2,3.2,x-ray diffraction,7.0,alpha,extracellular calcium-sensing receptor,0,features/protein_v4/pt/7m3e/7m3e_protein.pt
train,7m3e__B,7m3e,B,813,813,2,3.2,x-ray diffraction,7.0,alpha,extracellular calcium-sensing receptor,0,features/protein_v4/pt/7m3e/7m3e_protein.pt
train,7m3f__A,7m3f,A,819,819,2,2.8,x-ray diffraction,7.0,alpha,extracellular calcium-sensing receptor,0,features/protein_v4/pt/7m3f/7m3f_protein.pt
train,7m3f__B,7m3f,B,812,812,2,2.8,x-ray diffraction,7.0,alpha,extracellular calcium-sensing receptor,0,features/protein_v4/pt/7m3f/7m3f_protein.pt
train,7m3g__A,7m3g,A,822,822,2,2.5,x-ray diffraction,7.0,alpha,extracellular calcium-sensing receptor,0,features/protein_v4/pt/7m3g/7m3g_protein.pt
train,7m3g__B,7m3g,B,805,805,2,2.5,x-ray diffraction,7.0,alpha,extracellular calcium-sensing receptor,0,features/protein_v4/pt/7m3g/7m3g_protein.pt
train,7m4p__A,7m4p,A,1049,1049,3,2.86,x-ray diffraction,12.0,alpha,efflux pump membrane transporter,0,features/protein_v4/pt/7m4p/7m4p_protein.pt
train,7m4p__B,7m4p,B,1047,1047,3,2.86,x-ray diffraction,12.0,alpha,efflux pump membrane transporter,0,features/protein_v4/pt/7m4p/7m4p_protein.pt
train,7m4p__C,7m4p,C,1046,1046,3,2.86,x-ray diffraction,12.0,alpha,efflux pump membrane transporter,0,features/protein_v4/pt/7m4p/7m4p_protein.pt
train,7m4q__A,7m4q,A,1049,1049,3,2.87,x-ray diffraction,12.0,alpha,efflux pump membrane transporter,0,features/protein_v4/pt/7m4q/7m4q_protein.pt
train,7m4q__B,7m4q,B,1047,1047,3,2.87,x-ray diffraction,12.0,alpha,efflux pump membrane transporter,0,features/protein_v4/pt/7m4q/7m4q_protein.pt
train,7m4q__C,7m4q,C,1046,1046,3,2.87,x-ray diffraction,12.0,alpha,efflux pump membrane transporter,0,features/protein_v4/pt/7m4q/7m4q_protein.pt
train,7m6m__A,7m6m,A,344,344,5,3.09,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6m/7m6m_protein.pt
train,7m6m__B,7m6m,B,344,344,5,3.09,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6m/7m6m_protein.pt
train,7m6m__C,7m6m,C,344,344,5,3.09,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6m/7m6m_protein.pt
train,7m6m__D,7m6m,D,344,344,5,3.09,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6m/7m6m_protein.pt
train,7m6m__E,7m6m,E,344,344,5,3.09,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6m/7m6m_protein.pt
train,7m6n__A,7m6n,A,362,362,5,2.61,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6n/7m6n_protein.pt
train,7m6n__B,7m6n,B,362,362,5,2.61,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6n/7m6n_protein.pt
train,7m6n__C,7m6n,C,362,362,5,2.61,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6n/7m6n_protein.pt
train,7m6n__D,7m6n,D,362,362,5,2.61,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6n/7m6n_protein.pt
train,7m6n__E,7m6n,E,362,362,5,2.61,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6n/7m6n_protein.pt
train,7m6o__A,7m6o,A,358,358,5,2.84,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6o/7m6o_protein.pt
train,7m6o__B,7m6o,B,358,358,5,2.84,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6o/7m6o_protein.pt
train,7m6o__C,7m6o,C,358,358,5,2.84,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6o/7m6o_protein.pt
train,7m6o__D,7m6o,D,358,358,5,2.84,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6o/7m6o_protein.pt
train,7m6o__E,7m6o,E,358,358,5,2.84,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6o/7m6o_protein.pt
train,7m6p__A,7m6p,A,360,360,5,3.28,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6p/7m6p_protein.pt
train,7m6p__B,7m6p,B,360,360,5,3.28,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6p/7m6p_protein.pt
train,7m6p__C,7m6p,C,360,360,5,3.28,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6p/7m6p_protein.pt
train,7m6p__D,7m6p,D,360,360,5,3.28,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6p/7m6p_protein.pt
train,7m6p__E,7m6p,E,360,360,5,3.28,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6p/7m6p_protein.pt
train,7m6q__A,7m6q,A,361,361,5,2.91,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6q/7m6q_protein.pt
train,7m6q__B,7m6q,B,360,360,5,2.91,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6q/7m6q_protein.pt
train,7m6q__C,7m6q,C,360,360,5,2.91,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6q/7m6q_protein.pt
train,7m6q__D,7m6q,D,360,360,5,2.91,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6q/7m6q_protein.pt
train,7m6q__E,7m6q,E,359,359,5,2.91,x-ray diffraction,4.0,alpha,glycine receptor subunit alphaz1,0,features/protein_v4/pt/7m6q/7m6q_protein.pt
train,7m75__A,7m75,A,740,740,12,2.75,x-ray diffraction,11.0,alpha,photosystem i p700 chlorophyll a apoprotein a1,0,features/protein_v4/pt/7m75/7m75_protein.pt
train,7m75__B,7m75,B,739,739,12,2.75,x-ray diffraction,11.0,alpha,photosystem i p700 chlorophyll a apoprotein a2,0,features/protein_v4/pt/7m75/7m75_protein.pt
train,7m75__K,7m75,K,47,47,12,2.75,x-ray diffraction,2.0,alpha,photosystem i reaction center subunit psak,0,features/protein_v4/pt/7m75/7m75_protein.pt
train,7m75__L,7m75,L,151,151,12,2.75,x-ray diffraction,3.0,alpha,photosystem i reaction center subunit xi,0,features/protein_v4/pt/7m75/7m75_protein.pt
train,7m76__A,7m76,A,740,740,12,3.0,x-ray diffraction,11.0,alpha,photosystem i p700 chlorophyll a apoprotein a1,0,features/protein_v4/pt/7m76/7m76_protein.pt
train,7m76__B,7m76,B,739,739,12,3.0,x-ray diffraction,11.0,alpha,photosystem i p700 chlorophyll a apoprotein a2,0,features/protein_v4/pt/7m76/7m76_protein.pt
train,7m76__K,7m76,K,47,47,12,3.0,x-ray diffraction,2.0,alpha,photosystem i reaction center subunit psak,0,features/protein_v4/pt/7m76/7m76_protein.pt
train,7m76__L,7m76,L,151,151,12,3.0,x-ray diffraction,3.0,alpha,photosystem i reaction center subunit xi,0,features/protein_v4/pt/7m76/7m76_protein.pt
train,7m78__A,7m78,A,740,740,12,3.0,x-ray diffraction,11.0,alpha,photosystem i p700 chlorophyll a apoprotein a1,0,features/protein_v4/pt/7m78/7m78_protein.pt
train,7m78__B,7m78,B,739,739,12,3.0,x-ray diffraction,11.0,alpha,photosystem i p700 chlorophyll a apoprotein a2,0,features/protein_v4/pt/7m78/7m78_protein.pt
train,7m78__K,7m78,K,47,47,12,3.0,x-ray diffraction,2.0,alpha,photosystem i reaction center subunit psak,0,features/protein_v4/pt/7m78/7m78_protein.pt
train,7m78__L,7m78,L,151,151,12,3.0,x-ray diffraction,3.0,alpha,photosystem i reaction center subunit xi,0,features/protein_v4/pt/7m78/7m78_protein.pt
train,7mbp__A,7mbp,A,996,996,4,2.8,x-ray diffraction,6.0,alpha,transient receptor potential melastatin 5,0,features/protein_v4/pt/7mbp/7mbp_protein.pt
train,7mbp__B,7mbp,B,996,996,4,2.8,x-ray diffraction,6.0,alpha,transient receptor potential melastatin 5,0,features/protein_v4/pt/7mbp/7mbp_protein.pt
train,7mbp__C,7mbp,C,996,996,4,2.8,x-ray diffraction,6.0,alpha,transient receptor potential melastatin 5,0,features/protein_v4/pt/7mbp/7mbp_protein.pt
train,7mbp__D,7mbp,D,996,996,4,2.8,x-ray diffraction,6.0,alpha,transient receptor potential melastatin 5,0,features/protein_v4/pt/7mbp/7mbp_protein.pt
train,7mbq__A,7mbq,A,996,996,4,2.3,x-ray diffraction,6.0,alpha,transient receptor potential melastatin 5,0,features/protein_v4/pt/7mbq/7mbq_protein.pt
